"1110008f13rik","1500012f01rik","1700007k13rik","2200002d01rik","2310036o22rik","2410006h16rik","2700046a07rik","2810403a07rik","2810428i15rik","a630089n07rik","abcd4","acaa1b","acot13","actb","actg1","actl6a","actn1","adamts13","aes","ahcyl2","ahsa1","aifm1","akr1b3","anxa2","apitd1","apoe","aprt","arf1","arl6ip1","arl6ip4","arpc1b","asb13","asb6","asns","ass1","atf4","atf5","atg101","atp5j2","atp6v0d1","atp6v0e","aurka","b3gnt7","bc018473","bc1","bcas2","bcl3","best2","bex1","bhmt","bloc1s1","blvrb","bri3","bscl2","bud31","bzw2","calcoco2","calm1","calm2","calr","calu","cbx3","ccdc124","ccdc22","ccdc36","ccnb1","ccnd3","ccne1","cct5","cd63","cd9","cdc20","cdc5l","cdk2ap1","cdkn1a","cdkn2aip","cdv3","cenpa","cenpn","cep83","cfdp1","cggbp1","chchd10","chchd3","chchd4","chmp4b","churc1","ckb","cks2","clic1","clic4","clu","col18a1","col4a1","col4a2","copb2","cope","coq7","cox10","cox7a2l","creld2","crip1","crip2","crlf2","csrp1","cstb","ctgf","ctnnal1","ctsd","ctsh","ctsl","cyc1","d11wsu47e","d230025d16rik","dap","dapk3","dcdc2c","dcun1d5","ddt","ddx39b","ddx56","deb1","degs1","dhx16","dmkn","dnajc2","dnmt3b","dnmt3l","dppa4","dppa5a","dstn","dtd1","dusp1","dusp9","dym","dynll1","e130012a19rik","echdc2","eid2","eif2s2","eif3c","eif3g","eif4ebp1","elof1","elp5","emc10","emg1","epas1","epha2","erdr1","erf","esd","esrrb","etv4","exoc3l","exosc2","exosc8","f830016b08rik","fabp3","fabp5","fam129b","fam195a","fam229b","fam25c","fam96b","fcf1","fdft1","fgd1","fgf4","fkbp1a","fkbp3","fkbp4","flna","flnb","fn1","fscn1","fth1","ftl1","fto","gabarapl2","galk1","glipr2","glrx5","glud1","glul","gm10845","gm20594","gm6083","gm6878","gm7102","gm7325","gna11","gng5","gorasp2","gpx1","gpx2","gpx3","gpx4","grn","gsn","gstm1","gtf2f1","gtf3a","guca1a","guk1","h19","h2afx","h2afz","hap1","hax1","hbegf","hist1h2ah","hist1h2ao","hist1h3b","hist1h4i","hmces","hmox1","hn1","hs1bp3","hsp90aa1","hsp90b1","hspa12b","hspa5","hspb1","hsph1","htra1","id1","id2","id3","ifitm1","igfbp2","ikbip","imp3","impact","itpk1","kctd15","kif15","klf2","klf4","klf5","kpna2","krt18","krt19","krt8","krtcap2","lama1","lamb1","lamc1","laptm5","ldha","ldhb","lgals1","lgmn","lias","lima1","lin28a","lincenc1","lmna","lonp1","lrpap1","lrrc59","ltb","ltbp4","ly6a","madd","maged1","malat1","malsu1","manf","map4k5","marcksl1","mark3","mars","mcm7","mdh2","mea1","med10","med13l","meg3","mfge8","midn","mif4gd","morf4l2","mrpl12","mrpl13","mrpl14","mrpl23","mrpl34","mrpl43","mrpl53","mt1","mt2","mthfd2","mybl2","mycn","mylpf","myod1","nanog","ndrg4","ndufa13","ndufa4","ndufb10","ndufb11","ndufb6","nfyb","ngfrap1","nhp2","nkain3","nlrp1a","nme6","nodal","ntan1","nxn","ocel1","p4hb","papd5","parvb","pbld1","pcna","pcolce","pdgfa","pdia6","pdlim7","pecr","peg10","pfdn2","pfdn6","pgk1","phc1","pih1d1","pim3","pkig","pkp2","plec","plin2","plk1","pmm1","pmvk","polr2e","polr2h","pop5","ppa1","ppa2","ppie","ppm1a","ppp1r8","prpf3","prpsap1","prr13","psap","psma2","psmc1","psmd11","psmd6","psmd7","ptcd2","ptov1","pttg1","qars","qdpr","qsox1","rabac1","rad51","rarg","rasgrp2","rbfa","rbm42","rbmxl1","rheb","rhox13","rhox5","rian","rnaseh2c","rnf7","romo1","rpap1","rpl10l","rpl39l","rrp7a","rwdd1","s100a10","s100a6","saal1","safb2","sall4","samm50","sbk1","scamp3","scd2","sdhc","sec11c","sept12","serpinh1","sertad1","set","sf3b5","sfn","sgk1","siva1","slc25a4","slc25a5","slc29a1","slc2a1","slc2a3","slc30a2","slc3a2","slc6a8","slirp","smn1","snf8","snrpa1","snx6","socs2","sohlh2","sort1","sox2","sparc","spata33","spns1","sprr2b","sqstm1","srgn","srm","srpk1","srrd","srrt","sssca1","stmn1","stmn2","stmn3","stx5a","supt4a","surf4","syce2","taf11","tagln","tagln2","tbc1d16","tcea3","tceb2","tcf15","tcl1","tdgf1","tdh","tex19.1","thoc3","timm8b","tinagl1","tmem230","tmsb4x","top2a","tor4a","tpd52","tpi1","tpx2","tra2b","trappc3","trib3","trim25","trim28","trim71","trmt1","tsc22d1","tspan17","tspan4","tsta3","tuba4a","tubb2b","tubb3","tubb6","txn1","txnip","txnl1","txnrd1","tyw1","u2af1","ubald2","ube2l6","ube2s","ube3b","uchl1","ulk1","ung","upp1","utf1","utp3","vim","vipas39","wars","wbp5","wtap","xpnpep1","xrcc1","ybx3","ywhaq","zc3hc1","zdhhc7","zfp286","zfp296","zfp42"
2,1,0,3,1,1,0,0,6,10,4,1,1,27,41,3,2,7,1,4,2,1,12,0,0,1,5,10,3,0,5,0,1,3,1,10,4,2,5,0,2,0,4,5,22,8,1,0,10,0,2,2,1,1,2,4,1,4,4,4,0,3,2,2,38,0,5,5,3,2,1,2,3,3,1,3,1,2,2,3,2,5,4,1,1,3,6,1,2,1,2,0,3,0,1,1,3,0,1,4,0,2,5,2,1,2,2,2,6,1,2,3,1,2,0,1,0,6,5,2,1,2,2,1,0,3,6,6,4,37,3,1,0,1,1,6,5,1,1,14,13,10,6,3,4,1,3,1,2,12,6,3,3,2,0,9,1,3,4,2,0,0,5,2,2,1,1,2,0,9,3,9,5,4,7,5,20,46,7,5,2,2,2,12,3,5,5,4,0,0,1,5,0,0,14,0,0,11,0,2,3,0,0,2,3,1,3,10,5,2,0,5,12,0,0,6,2,8,3,33,2,10,4,12,1,0,3,0,1,0,1,3,0,3,2,6,2,5,3,6,4,1,0,2,0,2,0,2,0,4,0,0,3,3,2,2,1,2,0,4,3,0,3,3,9,4,13,0,2,6,8,3,2,6,6,0,3,6,2,2,3,7,5,6,1,0,3,3,10,0,26,38,0,4,2,4,0,1,1,3,4,1,1,9,3,8,16,28,13,2,0,1,2,1,7,1,2,16,3,0,0,7,1,0,6,4,10,5,6,3,3,1,5,8,1,3,5,2,3,1,1,4,5,1,2,0,0,3,0,0,4,5,5,9,4,1,2,2,2,2,2,4,1,2,0,2,4,2,2,4,1,1,0,2,1,2,1,0,3,1,4,16,5,0,1,1,1,0,1,4,1,0,1,1,15,3,8,2,3,3,4,12,2,8,5,3,1,2,3,1,0,3,6,1,1,6,6,0,1,0,5,0,6,1,2,7,3,3,4,1,3,3,2,1,1,0,2,10,0,9,1,0,7,5,5,4,0,0,2,13,5,19,3,1,2,2,1,1,4,23,3,0,6,0,1,0,1,2,5,2,8,2,3,2,16,3,4,1,13,0,2,5,3,2,14,2,2,2,1,6,3,5,1,2,5,4,0,2,1,5
0,3,0,1,3,4,2,1,5,5,0,2,3,42,71,1,5,1,7,4,8,2,5,0,0,2,8,4,1,0,1,1,1,9,4,5,1,0,14,3,1,3,3,9,10,13,0,3,17,0,2,0,2,0,2,3,0,5,4,9,0,1,0,2,35,0,24,0,6,0,6,0,3,3,3,2,5,1,0,0,1,4,17,7,4,2,3,1,1,0,4,0,4,1,1,1,0,0,2,7,1,2,1,1,2,2,1,2,5,0,0,3,1,1,3,0,2,1,0,4,2,0,0,1,0,1,2,3,1,59,1,2,2,1,0,4,6,0,0,11,5,5,10,1,5,3,3,2,2,10,2,1,4,5,0,4,0,3,4,2,1,0,3,1,3,1,1,1,4,6,3,5,4,8,0,8,25,102,2,3,0,1,0,24,3,1,10,7,1,3,2,1,6,1,9,1,0,11,0,2,4,1,1,1,4,1,1,16,2,5,1,3,15,0,0,1,0,0,1,34,3,5,2,10,2,3,1,2,0,0,2,1,0,1,3,4,0,1,3,7,3,0,0,3,2,1,1,1,2,4,0,0,2,2,1,3,0,1,2,2,6,0,2,0,2,1,32,0,4,4,3,1,1,4,4,3,0,2,4,3,8,0,3,10,5,3,5,3,7,1,47,102,1,6,2,1,1,3,2,1,0,4,3,1,3,7,9,7,19,0,1,1,3,4,0,1,4,14,3,4,1,3,4,0,5,1,12,10,3,1,10,2,0,4,0,1,5,1,5,1,7,4,0,0,2,2,0,2,1,4,6,2,1,4,2,1,4,1,1,0,0,1,2,1,1,0,3,1,1,1,0,2,6,2,1,4,2,4,1,4,1,4,3,1,3,7,1,1,1,9,3,2,1,0,25,0,1,0,4,1,6,3,2,3,0,7,3,2,3,0,2,1,3,2,1,8,7,0,0,0,9,0,7,1,1,2,1,7,1,0,4,1,1,1,1,0,4,3,1,11,3,2,2,12,9,4,1,1,5,13,1,4,0,1,3,4,4,0,2,17,4,2,13,0,0,2,2,5,4,0,7,0,6,2,7,2,4,2,10,5,2,1,3,0,12,3,0,0,1,6,1,1,1,3,6,1,0,1,1,19
4,1,0,2,2,2,2,1,2,10,3,1,0,34,40,0,3,2,5,2,7,0,3,2,1,0,6,3,4,0,1,0,1,1,0,0,1,0,3,3,1,0,1,13,10,12,2,0,13,0,0,2,0,3,0,1,1,4,1,4,6,2,1,1,24,2,13,0,2,3,4,3,0,2,1,2,2,0,3,4,0,3,2,0,2,3,6,0,0,2,1,1,2,1,1,0,5,1,1,6,1,0,0,0,3,0,3,1,7,1,0,1,1,0,0,3,0,1,2,3,6,0,0,2,0,4,0,5,2,59,5,0,1,0,0,2,2,0,3,16,4,0,7,2,3,6,0,3,3,5,8,3,8,4,1,8,0,4,0,1,1,0,1,1,2,2,3,0,3,9,6,1,9,1,2,1,10,63,0,1,1,0,2,4,0,4,2,4,0,0,0,0,1,1,4,0,0,8,1,1,0,1,0,0,2,0,7,11,2,0,0,1,11,0,0,5,0,0,0,20,2,2,5,12,2,0,1,0,0,2,1,5,1,1,4,1,3,6,3,9,0,0,1,1,2,3,0,1,1,0,0,1,4,3,2,1,1,1,1,2,3,0,6,1,2,1,29,0,4,2,5,1,0,2,3,1,1,3,1,2,4,1,4,3,2,1,1,2,4,1,35,72,1,6,0,1,0,5,1,1,2,0,2,0,1,6,4,15,10,1,4,0,0,0,3,0,1,7,7,2,3,1,4,0,3,4,8,3,2,0,1,0,1,6,1,0,0,0,8,13,2,0,1,0,0,2,3,3,1,2,0,2,0,0,4,1,1,0,0,1,1,1,2,2,1,3,0,1,2,1,0,2,0,3,0,1,5,3,1,1,2,8,1,1,7,1,6,0,0,4,0,1,1,0,23,2,3,7,6,0,2,1,5,5,0,0,2,2,1,1,1,0,1,0,4,3,2,0,2,0,3,1,1,1,2,2,0,6,2,1,0,5,0,1,2,0,1,0,1,6,2,0,7,4,2,3,0,0,5,11,5,12,2,0,0,4,1,0,1,19,6,0,9,0,1,4,5,1,1,1,3,1,0,2,6,1,2,1,4,0,4,3,1,0,2,1,0,0,0,3,2,1,0,5,5,3,0,2,1,7
11,1,1,10,2,2,1,2,5,8,12,0,3,73,36,1,6,7,1,10,16,0,4,2,1,2,5,6,10,0,3,1,1,6,4,4,6,10,8,3,2,4,3,31,33,15,5,1,22,1,2,3,1,2,2,1,1,6,7,5,4,2,3,1,105,3,6,2,14,13,6,6,5,1,0,5,6,7,7,2,8,0,14,3,2,7,19,8,5,9,3,5,3,2,1,1,2,1,2,4,0,4,4,0,2,2,1,3,4,2,1,4,2,3,0,3,3,0,4,3,9,0,0,6,9,8,8,10,8,85,2,2,3,2,5,11,10,0,1,27,8,4,24,4,8,0,2,2,5,13,5,6,1,5,0,18,1,7,3,6,6,2,5,15,1,1,5,3,1,9,8,4,7,6,2,12,37,96,3,1,0,2,0,25,2,9,6,8,0,1,0,5,16,6,27,1,0,27,2,2,1,5,6,3,3,1,9,15,1,2,0,1,3,0,0,4,3,5,2,207,2,1,2,23,3,5,18,4,2,2,1,5,0,13,5,3,3,3,4,7,9,1,1,1,5,3,0,6,3,2,17,12,1,2,2,1,3,7,2,4,4,0,6,3,8,4,133,1,8,4,4,3,1,8,10,1,0,7,13,4,6,2,4,7,2,0,1,5,22,2,93,173,0,8,1,12,2,2,1,6,7,2,8,1,5,27,5,31,18,0,2,1,5,3,2,1,3,28,7,0,3,3,6,1,11,1,9,14,1,3,3,0,0,14,3,8,5,2,8,8,3,8,1,0,5,0,1,9,4,5,2,23,0,5,2,1,4,0,4,0,2,3,2,3,16,0,4,7,4,2,1,4,0,3,3,2,0,0,4,6,6,49,5,1,8,6,2,1,1,1,1,0,2,8,24,5,32,2,10,1,8,11,13,23,2,3,4,3,2,4,5,4,10,1,2,7,7,1,6,0,9,1,6,3,0,7,2,4,9,1,1,3,10,1,2,1,5,3,6,10,3,4,3,6,11,5,1,0,4,4,7,23,9,2,6,7,2,0,2,18,8,3,10,1,1,3,9,5,2,6,24,7,4,8,18,4,8,1,16,2,6,4,7,7,10,6,8,5,4,12,2,0,2,4,8,2,3,4,1,5
7,2,1,4,4,0,3,1,4,12,7,1,3,46,57,4,3,1,11,11,11,1,12,2,0,1,6,14,4,0,3,2,2,11,4,8,1,4,5,8,4,5,3,18,89,28,4,0,21,5,1,0,0,1,7,2,3,4,3,6,1,2,5,6,44,5,28,6,5,2,8,2,11,2,1,6,13,1,1,1,8,2,7,1,4,3,14,1,0,0,1,1,5,0,2,2,1,2,2,14,3,1,2,1,2,0,4,4,13,0,2,7,2,1,2,0,1,2,3,8,6,1,3,4,1,7,5,18,3,48,6,2,1,2,0,9,17,2,3,13,10,8,6,1,5,0,2,2,3,10,3,2,6,19,0,7,2,2,0,2,3,1,8,1,2,1,2,8,1,3,1,6,15,6,9,19,29,116,5,8,0,1,0,16,2,0,10,7,2,1,4,3,5,5,16,2,0,14,1,2,2,4,2,0,2,0,4,22,5,3,0,3,12,0,0,5,2,1,0,62,11,4,6,23,10,1,0,0,0,5,5,4,1,5,2,2,5,5,8,10,7,2,1,0,4,6,3,3,4,9,0,5,0,2,7,5,0,2,9,3,10,1,4,7,4,2,22,1,4,5,2,2,6,12,5,4,3,8,6,2,8,5,4,8,2,3,4,2,12,2,38,81,2,6,1,5,0,0,1,4,6,8,1,3,0,12,4,26,13,1,2,1,4,1,6,3,5,36,9,2,0,7,6,1,7,4,3,7,3,1,8,2,3,2,1,4,3,2,13,4,3,5,1,0,1,3,0,7,1,3,3,3,0,7,11,2,0,1,6,2,2,2,0,0,5,3,1,2,2,6,1,8,1,6,0,1,1,1,1,6,6,10,5,3,2,5,5,1,1,7,2,0,3,0,16,2,1,2,4,2,1,4,7,7,2,2,9,10,4,4,3,2,0,0,1,7,8,0,10,1,6,3,4,2,1,6,3,7,3,1,3,2,5,1,3,0,1,8,1,2,2,1,4,22,5,2,5,3,14,14,2,16,4,1,2,0,4,0,1,24,6,2,15,0,3,3,7,3,3,4,16,2,2,0,13,5,6,2,9,2,4,1,9,4,11,1,1,0,0,5,6,1,3,2,6,6,0,4,0,3
12,1,0,3,3,0,1,2,1,7,6,0,1,41,30,4,4,2,3,8,2,0,7,1,0,2,2,4,5,2,1,0,1,3,1,3,2,5,4,0,2,3,4,10,45,13,0,0,13,0,0,1,1,0,3,0,3,5,1,2,2,0,2,0,45,1,8,2,2,5,6,5,11,3,1,0,2,4,0,0,4,0,5,0,2,2,12,3,0,2,0,0,3,0,1,2,1,0,0,14,3,1,6,0,0,2,3,9,4,0,2,7,3,3,0,2,2,1,0,13,3,0,0,7,0,3,1,7,2,39,3,2,2,1,0,5,3,0,3,21,10,3,17,3,7,3,7,0,5,3,5,3,5,1,2,12,1,4,7,1,7,2,0,2,5,0,3,2,0,6,1,4,13,5,5,5,21,63,8,8,1,2,0,16,9,4,0,7,0,3,0,3,0,2,9,0,0,26,0,0,3,0,1,1,0,2,2,11,2,3,1,1,10,0,0,9,1,4,0,53,4,2,2,19,3,3,0,1,0,5,3,0,0,9,3,5,1,4,0,1,6,2,0,2,0,3,6,0,2,3,1,1,0,1,6,1,0,1,0,1,11,0,2,2,13,2,16,1,1,1,7,1,3,4,5,1,1,6,10,4,4,0,3,1,2,3,0,1,6,4,29,60,1,9,1,3,1,5,1,0,2,4,1,4,1,17,8,18,28,4,1,2,0,0,2,1,3,11,8,5,2,2,2,1,9,3,4,4,3,1,0,4,0,7,1,1,4,4,7,1,6,2,1,0,1,1,0,4,1,1,2,2,2,2,3,1,1,5,3,1,1,1,5,1,2,3,3,2,1,1,3,3,2,5,3,1,0,0,0,0,3,10,2,1,7,1,3,0,1,3,2,1,0,0,8,1,9,1,2,7,3,12,1,5,3,6,2,2,3,4,2,1,4,2,1,4,1,0,0,0,9,2,5,1,2,5,3,4,6,0,0,0,1,2,0,2,2,6,4,8,0,3,11,10,8,1,0,0,3,6,2,13,2,2,2,1,1,1,6,13,1,2,5,0,0,2,3,3,1,1,11,0,2,4,10,3,2,2,4,3,1,5,1,3,17,1,3,0,1,0,8,3,3,5,4,4,0,2,3,5
6,3,1,1,0,5,1,3,3,1,1,2,0,13,32,0,4,6,2,4,8,1,1,0,5,0,6,5,2,0,0,0,0,0,3,2,1,2,4,0,0,0,1,2,1,10,1,1,8,0,0,2,1,2,3,4,1,9,4,4,0,1,0,1,26,0,7,0,2,1,2,0,4,0,2,3,1,1,0,0,6,1,6,1,1,1,9,3,0,1,3,0,0,0,3,4,0,0,0,5,0,1,2,1,1,2,1,1,2,0,2,1,0,2,0,5,0,3,0,7,2,0,1,0,0,1,3,0,0,24,1,3,1,0,0,8,3,0,2,15,2,2,6,3,7,2,1,2,1,5,4,2,11,4,0,9,2,2,2,3,1,0,0,2,1,1,0,0,3,1,1,1,4,2,4,1,11,55,0,1,0,1,0,10,2,2,4,2,0,2,5,4,2,0,4,0,2,22,3,0,3,2,3,1,2,0,3,22,0,0,0,10,41,0,0,7,1,0,1,41,2,2,2,12,3,1,0,0,5,2,0,1,1,2,4,0,1,3,5,1,0,1,1,1,1,0,1,2,0,2,0,4,2,1,2,0,0,2,2,3,0,0,2,0,4,4,5,2,2,2,2,1,2,4,1,1,2,4,1,3,2,0,4,3,1,0,2,1,6,1,15,30,0,3,0,7,2,4,2,0,2,0,2,1,3,8,9,13,12,0,0,0,1,2,2,0,3,16,6,0,1,1,2,3,1,3,1,1,5,0,1,1,0,5,0,1,3,2,1,1,2,3,4,0,0,3,0,3,0,1,5,6,0,1,3,0,0,3,1,5,1,2,3,1,1,1,1,2,2,0,0,4,1,1,1,1,0,0,0,0,1,5,4,0,3,1,1,0,0,0,0,0,1,2,10,3,3,0,11,7,5,5,2,1,0,0,2,3,1,1,0,0,0,0,3,1,1,0,1,0,2,0,5,2,1,3,1,1,0,0,0,4,3,1,1,0,1,0,4,5,2,5,3,16,3,2,1,0,2,4,0,14,2,0,2,5,1,0,1,12,6,0,0,0,0,1,4,4,0,0,4,2,4,5,8,1,3,1,10,3,4,2,2,5,2,3,0,0,2,1,6,2,0,2,5,1,0,2,2,6
2,1,1,0,1,0,2,0,2,3,10,0,1,32,24,4,2,6,5,4,3,0,4,1,1,0,6,7,8,1,3,1,0,1,1,3,1,4,2,1,0,5,0,19,15,8,2,1,24,0,2,2,5,0,2,3,7,5,5,7,0,1,3,2,66,2,2,2,2,3,5,0,6,5,0,5,6,3,2,4,2,1,3,3,1,1,5,2,1,0,0,8,1,1,2,1,2,0,3,1,0,3,3,3,1,1,0,1,5,0,0,2,3,1,0,0,0,2,0,8,1,3,2,3,1,2,2,14,0,22,3,1,0,4,1,5,6,0,1,17,5,11,8,2,7,1,1,2,1,8,7,3,5,2,0,9,2,1,3,0,1,0,1,6,2,0,1,3,1,5,3,6,5,5,2,7,21,68,1,4,0,1,1,8,4,2,9,3,1,0,0,2,4,5,19,1,1,10,0,3,1,1,1,0,1,21,5,10,3,1,3,0,3,0,0,4,2,3,0,41,1,2,3,19,4,0,2,0,0,0,0,0,1,3,2,1,3,4,1,2,7,1,0,1,1,2,2,6,0,9,3,5,0,0,3,2,0,2,3,5,12,0,3,0,6,0,11,0,1,1,4,0,0,5,3,1,1,0,4,4,0,3,1,2,3,0,1,8,15,5,11,19,0,3,0,7,1,2,0,0,2,0,2,1,4,9,8,14,12,0,0,0,1,0,5,1,1,6,3,1,0,3,2,1,6,2,4,9,2,0,1,1,3,5,1,2,1,0,5,1,1,4,2,0,0,1,2,1,2,1,2,3,1,0,3,1,1,1,2,1,0,4,3,4,0,0,0,3,1,0,0,1,0,3,1,2,2,0,6,2,1,28,5,1,9,5,1,1,1,1,0,0,2,2,9,1,1,3,8,0,3,2,2,6,5,2,1,1,1,0,2,2,2,0,1,2,5,0,1,1,1,0,0,1,0,2,2,3,2,3,0,0,5,0,2,1,1,3,0,0,1,1,7,5,3,1,1,0,1,23,6,18,5,0,2,4,1,0,2,21,5,0,9,1,1,1,6,1,0,0,5,2,2,3,15,9,3,1,12,2,2,2,8,3,6,2,0,1,2,3,1,0,0,3,5,2,0,1,1,2
1,0,0,2,1,0,2,2,3,2,4,0,0,32,20,0,3,1,3,5,5,0,7,1,0,1,5,3,2,0,1,1,0,3,3,1,1,2,2,1,1,1,0,10,28,3,1,1,16,0,1,2,0,0,3,0,0,13,0,2,5,1,1,0,32,0,6,4,7,0,5,6,3,0,0,5,2,4,0,2,1,1,2,1,2,3,2,0,0,0,1,2,4,1,3,0,1,0,3,4,2,0,0,0,0,1,2,1,7,0,2,1,2,0,1,0,3,0,4,3,1,0,1,3,1,0,0,10,0,42,1,0,0,1,2,4,8,2,0,6,2,6,2,0,6,1,1,1,2,5,0,0,7,6,1,7,0,1,5,1,0,2,0,3,2,0,0,1,0,1,3,4,2,1,6,7,8,36,2,1,0,2,1,18,1,1,9,4,0,3,0,1,5,0,6,0,0,15,0,3,0,2,3,0,0,0,2,12,0,0,0,3,13,0,0,5,1,2,2,45,1,4,5,8,0,1,5,0,0,0,3,6,1,2,2,0,3,3,1,2,1,0,0,0,1,1,1,2,7,3,0,1,2,0,2,0,0,1,1,1,7,0,0,2,2,1,6,0,1,3,3,1,2,5,5,0,0,1,8,0,1,1,1,2,1,1,1,2,10,1,14,27,0,9,0,7,0,1,0,0,6,3,1,0,1,10,5,17,8,1,0,1,2,1,1,3,3,8,1,2,1,3,3,0,6,8,5,2,3,3,2,1,0,1,0,2,1,1,3,2,0,5,0,2,3,0,0,0,0,6,3,4,0,2,3,0,0,1,1,2,2,0,2,1,1,1,1,1,3,0,0,2,0,5,0,0,1,1,7,0,6,8,1,0,3,0,1,1,0,5,0,2,0,0,16,0,5,3,6,9,0,6,1,5,3,6,2,1,1,2,1,0,3,0,2,6,3,0,2,1,3,0,1,0,1,2,1,3,3,0,0,1,1,0,0,0,2,5,5,7,1,1,8,9,2,2,2,3,1,13,1,6,4,0,0,2,3,1,2,17,3,1,7,1,0,2,0,2,0,1,5,1,4,3,11,3,6,1,8,3,4,1,4,3,4,1,1,0,3,3,0,1,4,2,2,4,0,2,0,3
6,5,4,1,4,0,1,1,3,19,4,0,2,38,32,2,1,6,5,8,3,2,3,1,1,2,1,4,2,0,2,1,2,9,1,1,1,1,8,1,2,3,2,8,27,12,2,3,13,0,1,2,5,2,7,2,3,3,2,7,2,8,0,1,125,1,5,3,5,4,3,0,6,2,1,7,5,3,3,1,2,3,5,2,1,1,15,2,3,2,3,5,4,3,6,6,1,3,4,6,1,0,1,1,4,1,2,4,6,0,1,6,2,2,1,4,0,3,5,6,6,1,1,2,0,6,4,10,3,46,3,4,0,0,1,14,11,3,2,18,6,10,5,1,7,7,4,2,3,20,3,2,0,3,0,14,2,8,3,4,0,0,14,13,4,5,0,4,3,4,5,4,2,9,7,9,18,42,14,3,1,1,0,28,7,2,12,13,0,0,0,1,1,0,11,0,0,20,5,0,1,4,2,0,0,1,3,14,1,4,1,6,20,0,1,4,0,7,1,64,11,13,1,19,2,3,6,1,0,2,1,2,2,4,1,14,5,8,1,2,1,1,0,0,4,3,0,3,0,9,0,3,1,1,5,1,0,2,5,7,5,0,3,1,21,5,14,0,5,12,1,4,2,3,8,2,0,7,2,2,5,4,0,6,8,2,4,2,10,1,84,88,0,3,3,10,3,3,0,1,6,3,2,0,4,16,21,27,15,1,2,2,2,2,3,3,1,21,5,0,1,9,6,0,13,3,7,14,1,0,5,0,2,3,2,0,3,2,9,0,0,16,1,0,1,0,1,1,1,2,7,8,0,6,3,2,6,4,3,2,3,5,3,1,2,1,1,3,1,0,0,3,2,7,3,0,1,6,3,10,8,24,2,0,5,4,3,3,6,7,2,2,2,0,15,2,3,4,5,9,8,2,2,7,0,4,1,2,1,4,2,1,7,2,0,13,3,0,1,1,7,7,9,4,1,9,1,6,4,0,2,1,3,3,2,0,2,16,7,9,0,0,5,10,10,0,0,0,13,10,5,29,5,1,2,9,5,3,0,27,7,0,5,1,0,4,1,4,1,0,6,1,0,4,11,0,3,3,12,1,2,8,1,4,6,2,0,0,2,10,4,4,0,2,5,3,0,2,1,7
3,4,0,1,0,2,0,4,2,9,6,0,0,12,18,0,2,4,8,5,5,0,11,3,5,0,3,8,4,0,3,0,5,6,3,2,0,1,6,2,0,1,1,12,26,9,0,3,13,0,0,0,2,2,4,0,1,3,2,6,3,1,3,0,52,1,10,0,4,2,10,2,6,1,1,2,10,4,0,0,3,0,8,0,0,3,11,0,3,0,1,1,0,1,4,0,1,1,2,1,0,1,2,2,0,0,0,2,2,0,1,5,1,0,1,0,0,3,1,6,6,0,1,0,1,3,1,6,1,28,2,1,0,2,1,3,11,0,1,15,1,1,8,3,4,1,2,0,9,9,4,3,6,3,0,11,2,3,1,3,0,0,9,3,0,2,1,0,2,8,3,10,2,2,4,5,19,27,5,3,0,1,1,19,0,3,7,4,0,0,0,1,1,2,13,0,0,4,1,2,0,2,1,0,0,0,1,10,2,0,0,2,7,0,0,5,0,4,1,30,4,7,2,9,8,1,0,1,0,1,2,5,0,1,4,2,2,2,2,5,0,0,0,0,0,1,1,3,2,3,1,1,2,0,5,0,0,2,3,0,2,0,2,0,9,2,15,1,4,4,1,1,2,5,0,4,0,1,3,2,1,0,3,1,0,0,1,2,22,0,12,41,0,3,1,2,0,4,1,1,4,1,2,4,1,6,10,19,15,0,2,0,1,1,1,1,1,31,4,2,0,1,3,2,1,5,5,6,4,1,4,0,1,4,0,2,1,0,0,3,1,7,2,0,0,0,1,0,1,0,2,5,1,4,5,1,5,2,3,1,0,0,1,0,2,6,2,4,0,7,0,3,1,8,3,0,4,8,5,1,3,4,1,0,5,3,0,2,2,4,2,2,1,0,22,1,2,0,4,2,2,10,4,6,0,3,3,2,1,2,5,1,1,0,0,1,6,0,0,0,2,2,1,0,0,2,1,10,2,0,1,3,0,0,2,0,1,7,2,1,2,2,11,9,6,0,0,0,2,7,5,22,0,2,2,6,1,0,3,22,6,1,5,2,0,2,2,1,1,3,3,0,1,2,20,1,6,0,7,4,1,1,3,1,8,1,3,2,4,4,2,1,0,2,5,2,2,1,0,2
